conflict_id,classification,surface,key,addendums,statuses,authority_class,summary,disposition
C0041,semantic,text_id,IMP-202,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch text_id=IMP-202. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Planning_and_Task_Register_v0_1.md; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0042,semantic,text_id,IMP-301,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch text_id=IMP-301. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Planning_and_Task_Register_v0_1.md; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0043,semantic,text_id,IMP-302,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch text_id=IMP-302. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Planning_and_Task_Register_v0_1.md; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json; CURRENT_PACKAGE_CHANGELOG.md,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0044,semantic,text_id,IMP-401,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch text_id=IMP-401. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Planning_and_Task_Register_v0_1.md; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0045,semantic,text_id,IMP-501,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,added;modified,mixed,Multiple addendums touch text_id=IMP-501. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Planning_and_Task_Register_v0_1.md; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json; CURRENT_ACTIVE_ENTRYPOINT.md,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0046,semantic,filename_token,OFARM_Implementation_Task_Register_v0_1,csf_p11_repo_relative_patch;csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch filename_token=OFARM_Implementation_Task_Register_v0_1. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0047,structural,task_or_register_family,OFARM_Implementation_Task_Register_v*.json,csf_p11_repo_relative_patch;csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch task_or_register_family=OFARM_Implementation_Task_Register_v*.json. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0048,structural,taskId,IMP-000,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-000. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0049,structural,taskId,IMP-101,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-101. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0050,structural,taskId,IMP-102,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-102. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0051,structural,taskId,IMP-103,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-103. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0052,structural,taskId,IMP-201,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-201. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0053,structural,taskId,IMP-202,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-202. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0054,structural,taskId,IMP-301,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-301. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0055,structural,taskId,IMP-302,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-302. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0056,structural,taskId,IMP-401,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-401. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0057,structural,taskId,IMP-501,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-501. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0058,structural,taskId,IMP-104,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-104. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0059,structural,taskId,IMP-105,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-105. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0060,structural,taskId,IMP-106,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-106. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0061,structural,taskId,IMP-107,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-107. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0062,structural,taskId,IMP-203,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-203. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0063,structural,taskId,IMP-204,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-204. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0064,structural,taskId,IMP-205,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-205. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0065,structural,taskId,IMP-108,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch taskId=IMP-108. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0066,semantic,text_id,IMP-104,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch text_id=IMP-104. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0067,semantic,text_id,IMP-105,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch text_id=IMP-105. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0068,semantic,text_id,IMP-107,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch text_id=IMP-107. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0069,semantic,text_id,IMP-108,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch text_id=IMP-108. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0070,semantic,text_id,IMP-203,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch text_id=IMP-203. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0071,semantic,text_id,IMP-204,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch text_id=IMP-204. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0072,semantic,text_id,IMP-205,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,modified,mixed,Multiple addendums touch text_id=IMP-205. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0073,semantic,text_id,REG-001,predevelopment_ai_agent_ready_v0_1_partial;regulatory_inspector_RC2_1a_full_snapshot,added,mixed,Multiple addendums touch text_id=REG-001. Sample paths: 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Amendment_Backlog_v0_1.json; 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Findings_to_Artifacts_Map_v0_1.md; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Baseline_Harmonization_Proposal_Register_v0_1.json; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Unresolved_Runtime_Evidence_Gates_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0074,semantic,text_id,REG-002,predevelopment_ai_agent_ready_v0_1_partial;regulatory_inspector_RC2_1a_full_snapshot,added,mixed,Multiple addendums touch text_id=REG-002. Sample paths: 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Amendment_Backlog_v0_1.json; 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Findings_to_Artifacts_Map_v0_1.md; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Baseline_Harmonization_Proposal_Register_v0_1.json; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Unresolved_Runtime_Evidence_Gates_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0075,semantic,text_id,REG-003,predevelopment_ai_agent_ready_v0_1_partial;regulatory_inspector_RC2_1a_full_snapshot,added,mixed,Multiple addendums touch text_id=REG-003. Sample paths: 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Amendment_Backlog_v0_1.json; 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Findings_to_Artifacts_Map_v0_1.md; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Baseline_Harmonization_Proposal_Register_v0_1.json; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Unresolved_Runtime_Evidence_Gates_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0076,semantic,text_id,REG-004,predevelopment_ai_agent_ready_v0_1_partial;regulatory_inspector_RC2_1a_full_snapshot,added,mixed,Multiple addendums touch text_id=REG-004. Sample paths: 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Amendment_Backlog_v0_1.json; 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Findings_to_Artifacts_Map_v0_1.md; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Baseline_Harmonization_Proposal_Register_v0_1.json; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Unresolved_Runtime_Evidence_Gates_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0077,semantic,text_id,REG-005,predevelopment_ai_agent_ready_v0_1_partial;regulatory_inspector_RC2_1a_full_snapshot,added,mixed,Multiple addendums touch text_id=REG-005. Sample paths: 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Amendment_Backlog_v0_1.json; 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Findings_to_Artifacts_Map_v0_1.md; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Baseline_Harmonization_Proposal_Register_v0_1.json; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Unresolved_Runtime_Evidence_Gates_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0078,semantic,text_id,REG-006,predevelopment_ai_agent_ready_v0_1_partial;regulatory_inspector_RC2_1a_full_snapshot,added,mixed,Multiple addendums touch text_id=REG-006. Sample paths: 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Amendment_Backlog_v0_1.json; 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Findings_to_Artifacts_Map_v0_1.md; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Baseline_Harmonization_Proposal_Register_v0_1.json; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Unresolved_Runtime_Evidence_Gates_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0079,semantic,text_id,REG-007,predevelopment_ai_agent_ready_v0_1_partial;regulatory_inspector_RC2_1a_full_snapshot,added,mixed,Multiple addendums touch text_id=REG-007. Sample paths: 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Amendment_Backlog_v0_1.json; 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Findings_to_Artifacts_Map_v0_1.md; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Baseline_Harmonization_Proposal_Register_v0_1.json; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Unresolved_Runtime_Evidence_Gates_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0080,semantic,text_id,REG-008,predevelopment_ai_agent_ready_v0_1_partial;regulatory_inspector_RC2_1a_full_snapshot,added,mixed,Multiple addendums touch text_id=REG-008. Sample paths: 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Amendment_Backlog_v0_1.json; 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Findings_to_Artifacts_Map_v0_1.md; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Baseline_Harmonization_Proposal_Register_v0_1.json; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Unresolved_Runtime_Evidence_Gates_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0081,semantic,text_id,REG-009,predevelopment_ai_agent_ready_v0_1_partial;regulatory_inspector_RC2_1a_full_snapshot,added,mixed,Multiple addendums touch text_id=REG-009. Sample paths: 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Amendment_Backlog_v0_1.json; 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Findings_to_Artifacts_Map_v0_1.md; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Baseline_Harmonization_Proposal_Register_v0_1.json; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Unresolved_Runtime_Evidence_Gates_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0082,semantic,text_id,REG-010,predevelopment_ai_agent_ready_v0_1_partial;regulatory_inspector_RC2_1a_full_snapshot,added,mixed,Multiple addendums touch text_id=REG-010. Sample paths: 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Amendment_Backlog_v0_1.json; 04_implementation_and_conformance/OFARM_Regulatory_Inspector_Findings_to_Artifacts_Map_v0_1.md; 04_implementation_and_conformance/conformance_runners/ai_agent_ready_platform_amendment_v0_1/phase9_baseline_harmonization_readiness_v0_1/OFARM_Phase9_Unresolved_Runtime_Evidence_Gates_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0083,validation,validation_family,OFARM_machine_contract_negative_validation_records_v*.json,csf_p11_repo_relative_patch;csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,added;modified,mixed,Multiple addendums touch validation_family=OFARM_machine_contract_negative_validation_records_v*.json. Sample paths: 04_implementation_and_conformance/OFARM_machine_contract_negative_validation_records_v0_10.json; 04_implementation_and_conformance/OFARM_machine_contract_negative_validation_records_v0_11.json; 04_implementation_and_conformance/OFARM_machine_contract_negative_validation_records_v0_12.json; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_machine_contract_negative_validation_records_v0_3.json; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_machine_contract_negative_validation_records_v0_4.json; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_machine_contract_negative_validation_records_v0_5.json; 04_implementation_and_conformance/OFARM_machine_contract_negative_validation_records_v0_6.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0084,validation,validation_family,OFARM_machine_contract_reference_consistency_records_v*.json,csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,added;modified,mixed,Multiple addendums touch validation_family=OFARM_machine_contract_reference_consistency_records_v*.json. Sample paths: 04_implementation_and_conformance/OFARM_machine_contract_reference_consistency_records_v0_12.json; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_machine_contract_reference_consistency_records_v0_3.json; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_machine_contract_reference_consistency_records_v0_4.json; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_machine_contract_reference_consistency_records_v0_5.json; 04_implementation_and_conformance/OFARM_machine_contract_reference_consistency_records_v0_6.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0085,validation,validation_family,OFARM_machine_contract_validation_results_v*.json,csf_p11_repo_relative_patch;csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,added;modified,mixed,Multiple addendums touch validation_family=OFARM_machine_contract_validation_results_v*.json. Sample paths: 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_machine_contract_validation_results_v0_20.json; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_machine_contract_validation_results_v0_21.json; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_machine_contract_validation_results_v0_22.json; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_machine_contract_validation_results_v0_23.json; 04_implementation_and_conformance/OFARM_machine_contract_validation_results_v0_27.json; 04_implementation_and_conformance/OFARM_machine_contract_validation_results_v0_28.json; 04_implementation_and_conformance/OFARM_machine_contract_validation_results_v0_29.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0086,validation,validation_family,ofarm_contract_validation_runner_v*.py,csf_p11_repo_relative_patch;csf_p12_patch_bundle_changed_files;regulatory_inspector_RC2_1a_full_snapshot,added,mixed,Multiple addendums touch validation_family=ofarm_contract_validation_runner_v*.py. Sample paths: 04_implementation_and_conformance/historical_archive/historical_archive/historical/ofarm_contract_validation_runner_v0_21.py; 04_implementation_and_conformance/historical_archive/historical_archive/historical/ofarm_contract_validation_runner_v0_22.py; 04_implementation_and_conformance/historical_archive/historical_archive/historical/ofarm_contract_validation_runner_v0_23.py; 04_implementation_and_conformance/ofarm_contract_validation_runner_v0_28.py; 04_implementation_and_conformance/ofarm_contract_validation_runner_v0_29.py,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0087,currentness,currentness_file,CURRENT_ACTIVE_ENTRYPOINT.json,csf_p11_repo_relative_patch;csf_p12_patch_bundle_changed_files,added;modified,mixed,Multiple addendums touch currentness_file=CURRENT_ACTIVE_ENTRYPOINT.json. Sample paths: CURRENT_ACTIVE_ENTRYPOINT.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0088,currentness,currentness_file,CURRENT_ACTIVE_ENTRYPOINT.md,csf_p11_repo_relative_patch;csf_p12_patch_bundle_changed_files,added;modified,mixed,Multiple addendums touch currentness_file=CURRENT_ACTIVE_ENTRYPOINT.md. Sample paths: CURRENT_ACTIVE_ENTRYPOINT.md,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0089,semantic,text_id,CSF-P11,csf_p11_repo_relative_patch;csf_p12_patch_bundle_changed_files,added;modified,mixed,Multiple addendums touch text_id=CSF-P11. Sample paths: 03_machine_contracts/OFARM_PrePilotConsolidationAudit_example_csf_p11_pre_pilot_ready_no_live_claim_v0_1.json; 03_machine_contracts/OFARM_PrePilotConsolidationAudit_schema_v0_1.json; 04_implementation_and_conformance/OFARM_Common_Sense_Farmer_P12_Remaining_Phase_Classification_v0_1.md; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Planning_and_Task_Register_v0_1.md; 04_implementation_and_conformance/service_and_sdk_candidates/reference_platform_and_sdk/OFARM_Implementation_Task_Register_v0_1.json; 04_implementation_and_conformance/OFARM_common_sense_farmer_phase11_consolidation_results_v0_1.json; 04_implementation_and_conformance/OFARM_common_sense_farmer_phase11_package_hygiene_results_v0_1.json; 04_implementation_and_conformance/OFARM_common_sense_farmer_phase12_remaining_phase_classification_v0_1.json,REVIEWED; merge only where path-level decision is safe; no authority promotion from concept overlap.
C0090,authority,base_authority_touch,00_active_baseline/OFARM_Alignment_Register_v0_13.md,regulatory_inspector_RC2_1a_full_snapshot,modified,active_baseline_law,Addendum attempts to modified active authority path 00_active_baseline/OFARM_Alignment_Register_v0_13.md; active baseline/source package outranks addendum.,BLOCKED from automatic merge.
C0091,authority,base_authority_touch,00_active_baseline/OFARM_Platform_Runtime_and_Product_Architecture_RC2_1.md,regulatory_inspector_RC2_1a_full_snapshot,modified,active_baseline_law,Addendum attempts to modified active authority path 00_active_baseline/OFARM_Platform_Runtime_and_Product_Architecture_RC2_1.md; active baseline/source package outranks addendum.,BLOCKED from automatic merge.
C0092,authority,base_authority_touch,00_active_baseline/OFARM_Reference_Model_and_Artifact_Constitution_RC2_1.md,regulatory_inspector_RC2_1a_full_snapshot,modified,active_baseline_law,Addendum attempts to modified active authority path 00_active_baseline/OFARM_Reference_Model_and_Artifact_Constitution_RC2_1.md; active baseline/source package outranks addendum.,BLOCKED from automatic merge.
C0093,authority,base_authority_touch,00_active_baseline/OFARM_final_hostile_review_after_gap_closure_v0_1.md,regulatory_inspector_RC2_1a_full_snapshot,modified,active_baseline_law,Addendum attempts to modified active authority path 00_active_baseline/OFARM_final_hostile_review_after_gap_closure_v0_1.md; active baseline/source package outranks addendum.,BLOCKED from automatic merge.
